id,keyword,category,intent,estimated_monthly_search_volume,competition,commercial_value_1_5,suggested_page_type,priority_cluster,notes
4271,how to ship fragile instruments from china to jakarta by air,Informational keywords,Learn / validate requirement,280,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4272,how to ship factory equipment from china to jakarta by air,Informational keywords,Learn / validate requirement,310,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4273,how to ship power generators from china to jakarta by air,Informational keywords,Learn / validate requirement,160,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4274,how to ship steel structure from china to jakarta by air,Informational keywords,Learn / validate requirement,200,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4275,how to ship exhibition cargo from china to jakarta by air,Informational keywords,Learn / validate requirement,240,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4276,how to ship machinery from china to bangkok by air,Informational keywords,Learn / validate requirement,270,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4277,how to ship oversized cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,300,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4278,how to ship project cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,140,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4279,how to ship lithium batteries from china to bangkok by air,Informational keywords,Learn / validate requirement,180,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4280,how to ship electronics from china to bangkok by air,Informational keywords,Learn / validate requirement,230,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4281,how to ship auto parts from china to bangkok by air,Informational keywords,Learn / validate requirement,270,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4282,how to ship medical equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4283,how to ship pharma cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,150,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4284,how to ship textiles from china to bangkok by air,Informational keywords,Learn / validate requirement,190,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4285,how to ship ecommerce cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,230,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4286,how to ship samples from china to bangkok by air,Informational keywords,Learn / validate requirement,260,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4287,how to ship aircraft parts from china to bangkok by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4288,how to ship mining equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,130,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4289,how to ship oil and gas equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,170,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4290,how to ship solar panels from china to bangkok by air,Informational keywords,Learn / validate requirement,220,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4291,how to ship ev parts from china to bangkok by air,Informational keywords,Learn / validate requirement,260,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4292,how to ship telecom equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,290,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4293,how to ship construction equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,140,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4294,how to ship temperature controlled cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,180,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4295,how to ship dangerous goods from china to bangkok by air,Informational keywords,Learn / validate requirement,200,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4296,how to ship fragile instruments from china to bangkok by air,Informational keywords,Learn / validate requirement,250,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4297,how to ship factory equipment from china to bangkok by air,Informational keywords,Learn / validate requirement,290,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4298,how to ship power generators from china to bangkok by air,Informational keywords,Learn / validate requirement,330,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4299,how to ship steel structure from china to bangkok by air,Informational keywords,Learn / validate requirement,170,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4300,how to ship exhibition cargo from china to bangkok by air,Informational keywords,Learn / validate requirement,210,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4301,how to ship machinery from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,250,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4302,how to ship oversized cargo from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,270,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4303,how to ship project cargo from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,310,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4304,how to ship lithium batteries from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,150,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4305,how to ship electronics from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,210,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4306,how to ship auto parts from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,240,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4307,how to ship medical equipment from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,280,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4308,how to ship pharma cargo from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,320,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4309,how to ship textiles from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,160,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4310,how to ship ecommerce cargo from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,200,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4311,how to ship samples from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,240,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4312,how to ship aircraft parts from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,270,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4313,how to ship mining equipment from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
4314,how to ship oil and gas equipment from china to kuala lumpur by air,Informational keywords,Learn / validate requirement,140,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
